,pred count,true count,Is in Training
0,0.0,0.0,False
1,0.0,0.0,True
2,0.0,131.04505330755174,True
3,0.0,165.59555335909417,True
4,0.0,0.0,True
5,0.0,0.0,True
6,0.0,165.6959694553788,True
7,0.0,146.83071552388895,True
8,0.0,0.0,False
9,0.0,0.0,False
10,0.0,371.38221217039745,True
11,0.0,327.26151180334534,True
12,0.0,0.0,True
13,0.0,0.0,True
14,0.0,172.6823101704315,False
15,0.0,269.1521343785741,True
16,0.0,0.0,False
17,0.0,2.560267413348933,True
18,0.0,267.3770733150468,True
19,0.0,234.07433222287023,False
20,0.0,0.0,True
21,0.0,0.0,False
22,0.0,404.13855794168717,True
23,0.0,223.91201155934075,True
24,0.0,0.0,False
25,0.0,0.0,True
26,0.0,182.24200588593612,True
27,0.0,154.91483162265695,True
28,0.0,0.0,False
29,0.0,0.0,True
30,0.0,153.09049687424516,True
31,0.0,179.15467811650183,False
32,0.0,0.0,False
33,0.0,0.0,False
34,0.0,393.13695766342244,False
35,0.0,150.46445004736563,False
36,0.0,0.0,True
37,0.0,0.0,True
38,0.0,39.93119067155306,False
39,0.0,244.43975468213168,True
40,0.0,0.0,False
41,0.0,0.0,True
42,0.0,194.8445588939138,False
43,0.0,189.1668079015868,True
44,0.0,0.0,False
45,0.0,11.295870821803828,False
46,0.0,194.4813151778255,False
47,0.0,191.36391521795525,False
48,0.0,0.0,False
49,0.0,0.0,True
50,0.0,191.2324585553148,True
51,0.0,199.59735253709798,False
52,0.0,0.0,True
53,0.0,0.0,False
54,0.0,239.69638043762075,True
55,0.0,250.73344139285257,False
56,0.0,0.0,False
57,0.0,27.813364884637036,True
58,0.0,454.3238253566495,True
59,0.0,291.829913836491,True
60,0.0,0.0,True
61,0.0,0.0,True
62,0.0,151.85890734821118,True
63,0.0,79.84115124578425,False
64,0.0,0.0,True
65,0.0,0.0,True
66,0.0,384.93839918363204,False
67,0.0,230.95832418712587,True
68,0.0,0.0,True
69,0.0,2.3103367436851117,False
70,0.0,383.0534460539963,False
71,0.0,120.55661397378178,True
72,0.0,0.0,True
73,0.0,0.0,True
74,0.0,212.26973781749604,True
75,0.0,285.4748826568388,True
76,0.0,0.0,True
77,0.0,0.0,True
78,0.0,49.92691603538458,True
79,0.0,194.8303237162,False
80,0.0,0.0,True
81,0.0,0.0,True
82,0.0,351.95804902594097,True
83,0.0,134.8069338310688,True
84,0.0,0.0,False
85,0.0,0.0,True
86,0.0,10.993830497017155,True
87,0.0,53.07078062015013,True
