,pred count,true count,Is in Training
111,0.0,142.6802972494122,True
112,0.0,0.0,True
113,0.0,19.040471514920796,True
114,0.0,433.5329992175223,False
115,0.0,370.2063584627322,False
116,0.0,0.0,True
117,0.0,0.0,True
118,0.0,179.5463047295941,False
119,0.0,95.64711563292977,True
120,0.0,0.0,True
121,0.0,0.0,False
122,0.0,165.27436969597971,True
123,0.0,122.72927905132325,True
124,0.0,0.0,True
125,0.0,0.0,True
126,0.0,327.9528001894653,False
127,0.0,242.616254093537,True
128,0.0,0.0,True
129,0.0,0.0,False
130,0.0,256.038676045863,False
131,0.0,130.8596266233832,True
132,0.0,0.0,True
133,0.0,0.0,False
134,0.0,58.06194488731259,True
135,0.0,48.91804115151144,True
136,0.0,0.0,False
137,0.0,9.950688457282158,True
138,0.0,416.5109008827689,True
139,0.0,269.480498121768,True
140,0.0,0.0,False
141,0.0,0.0,False
142,0.0,402.7391076076688,True
143,0.0,300.22195085434396,False
144,0.0,0.0,False
145,0.0,0.0,True
146,0.0,179.09914795183082,True
147,0.0,191.8519202616289,True
148,0.0,0.0,False
149,0.0,0.0,False
150,0.0,157.2309420328715,True
151,0.0,265.33096019761496,False
152,0.0,0.0,False
153,0.0,0.0,False
154,0.0,211.62852802349272,True
155,0.0,243.9757773796718,False
156,0.0,0.0,False
157,0.0,97.20804001901624,True
158,0.0,173.99992487861067,True
159,0.0,86.2773739023771,True
160,0.0,0.0,True
161,0.0,0.0,True
162,0.0,212.68233278610614,True
163,0.0,178.42849406470324,True
164,0.0,0.0,True
165,0.0,3.1653153784691335,True
166,0.0,34.62260615131495,False
167,0.0,63.68134710630816,True
168,0.0,0.0,True
169,0.0,0.0,True
170,0.0,124.13641252870264,False
171,0.0,199.74606602813796,True
172,0.0,0.0,True
173,0.0,0.0,True
174,0.0,394.2458800014499,True
175,0.0,146.9543562052916,True
176,0.0,0.0,False
177,0.0,0.0,True
178,0.0,334.38774555352353,False
179,0.0,0.0,True
180,0.0,0.0,True
181,0.0,0.0,False
182,0.0,544.2171798568312,False
183,0.0,38.82775134747285,False
184,0.0,0.0,True
185,0.0,4.062650804969396,True
186,0.0,22.90677832436896,True
187,0.0,450.4642184545421,True
188,0.0,0.0,True
189,0.0,0.0,True
190,0.0,276.87425883336994,False
191,0.0,126.68608137185433,True
192,0.0,0.0,True
193,0.0,0.0,False
194,0.0,139.34274116430296,False
195,0.0,242.47913328910403,False
196,0.0,0.0,False
197,0.0,0.0,True
198,0.0,51.27890208568775,False
199,0.0,174.23746286280723,True
200,0.0,0.0,False
201,0.0,0.0,True
202,0.0,228.290789408484,False
203,0.0,0.0,False
204,0.0,0.0,True
205,0.0,0.0,True
206,0.0,154.60415176458136,True
207,0.0,299.03655094658336,True
208,0.0,0.0,True
209,0.0,1.6196874853319263,False
210,0.0,224.20066057962137,False
211,0.0,358.9935195822958,True
212,0.0,0.0,True
213,0.0,0.0,True
214,0.0,378.5293342869253,True
215,0.0,81.71894073661927,False
216,0.0,0.0,False
217,0.0,1.3483651234367613,True
218,0.0,131.2860397072089,True
219,0.0,304.188418299985,True
220,0.0,0.0,False
221,0.0,0.0,True
222,0.0,217.2984496372364,True
223,0.0,299.1650071002176,True
224,0.0,0.0,True
225,0.0,0.29148750557120645,True
226,0.0,263.98467666416167,False
227,0.0,109.54497408050074,True
228,0.0,0.0,True
229,0.0,2.1595833137759017,True
230,0.0,138.5845583192133,True
231,0.0,152.23180971443125,True
232,0.0,0.0,True
233,0.0,0.0,True
234,0.0,336.87754149457515,True
235,0.0,327.13397480288285,False
236,0.0,0.0,True
237,0.0,0.0,False
238,0.0,52.98466490541014,True
239,0.0,162.95141509266335,False
240,0.0,0.0,False
241,0.0,0.0,False
242,0.0,220.57044886670508,True
243,0.0,9.023313460997906,False
244,0.0,0.0,True
245,0.0,0.0,True
246,0.0,270.8907247325233,True
247,0.0,257.81714114088743,True
248,0.0,0.0,True
249,0.0,0.0,True
250,0.0,375.68184298794574,True
251,0.0,98.01178010582747,True
252,0.0,0.0,False
253,0.0,0.0,False
254,0.0,156.92769359155284,False
255,0.0,0.0,False
256,0.0,0.0,True
257,0.0,1.6158893865104056,True
258,0.0,129.39895778557303,True
259,0.0,22.59269704761642,False
260,0.0,0.0,True
261,0.0,0.0,True
262,0.0,65.49665407342371,False
263,0.0,478.16947755751437,False
264,0.0,0.0,False
265,0.0,9.948176277144242,False
266,0.0,217.85342090890242,False
267,0.0,109.40537727470821,True
268,0.0,0.0,True
269,0.0,5.780884076463132,False
270,0.0,52.99729728095039,True
271,0.0,105.1200729418644,True
272,0.0,0.0,True
273,0.0,0.0,True
274,0.0,232.04610255550983,True
275,0.0,308.41311019539415,True
276,0.0,0.0,False
277,0.0,0.0,True
278,0.0,477.9135666425698,True
279,0.0,398.32924102645666,False
280,0.0,0.0,False
281,0.0,0.0,False
282,0.0,143.59964772341033,False
283,0.0,289.676309612846,True
284,0.0,0.0,True
285,0.0,0.0,True
286,0.0,60.25831532506211,True
287,0.0,66.82147620243848,True
288,0.0,0.0,False
289,0.0,17.21515496124542,True
290,0.0,132.3799858383189,False
291,0.0,124.75025877911186,True
292,0.0,0.0,True
293,0.0,2.2317379658541863,True
294,0.0,227.4986330080895,True
295,0.0,334.60484584432584,True
296,0.0,0.0,True
297,0.0,0.29148750557120645,False
298,0.0,243.0159555926001,True
299,0.0,154.70313525666546,True
300,0.0,0.0,True
301,0.0,0.0,False
302,0.0,151.34430177994747,False
303,0.0,388.29156661801267,True
304,0.0,0.0,True
305,0.0,4.675637576528898,True
306,0.0,258.8003261501817,False
307,0.0,314.72797834778027,True
308,0.0,0.0,False
309,0.0,0.0,True
310,0.0,377.8310880739473,True
311,0.0,201.83040829015758,True
312,0.0,0.0,True
313,0.0,0.0,False
314,0.0,333.6565641819733,True
315,0.0,0.0,True
316,0.0,0.0,False
317,0.0,1.759734570544038,False
318,0.0,250.87618503428683,True
319,0.0,0.0,False
320,0.0,0.0,True
321,0.0,0.0,True
322,0.0,169.10026676698834,True
323,0.0,182.23470475570738,True
324,0.0,0.0,True
325,0.0,0.0,True
326,0.0,260.04298501147827,False
327,0.0,244.35187935320445,False
328,0.0,0.0,True
329,0.0,0.0,True
330,0.0,186.65675753715044,True
331,0.0,144.98410029724582,True
332,0.0,0.0,True
333,0.0,0.0,True
334,0.0,316.7487471161678,False
335,0.0,72.3912605994854,False
336,0.0,0.0,False
337,0.0,0.0,True
338,0.0,400.15731895026465,True
339,0.0,310.0789126330079,True
340,0.0,0.0,True
341,0.0,16.910530110481893,True
342,0.0,270.592793180945,True
343,0.0,30.668740555382822,True
344,0.0,0.0,True
345,0.0,0.0,True
346,0.0,555.8610359217705,False
347,0.0,161.91016735878893,True
348,0.0,0.0,True
349,0.0,2.3160066662209364,True
350,0.0,410.86373443208583,True
351,0.0,338.9009064148773,True
352,0.0,0.0,False
353,0.0,0.0,False
354,0.0,408.5906426314958,True
355,0.0,316.94334358551924,True
356,0.0,0.0,False
357,0.0,0.0,False
358,0.0,326.39831040516736,True
359,0.0,257.25769421982454,False
360,0.0,0.0,True
361,0.0,0.0,True
362,0.0,235.52451605673073,True
363,0.0,88.42812161604265,False
364,0.0,0.0,True
365,0.0,17.79214861459095,True
366,0.0,131.30186258828527,True
367,0.0,351.49111874444986,True
368,0.0,0.0,False
369,0.0,0.0,False
370,0.0,92.0311783987338,True
371,0.0,136.84129649952143,True
372,0.0,0.0,True
373,0.0,0.0,False
374,0.0,196.00374333652297,True
375,0.0,184.45258435487938,False
376,0.0,0.0,True
377,0.0,0.0,True
378,0.0,352.90777154438655,True
379,0.0,198.91420050730198,True
380,0.0,0.0,True
381,0.0,0.0,True
382,0.0,157.87127644418288,True
383,0.0,32.85512228962478,True
384,0.0,0.0,True
385,0.0,0.0,True
386,0.0,87.83407725735397,False
387,0.0,388.4298415742765,True
388,0.0,0.0,False
389,0.0,30.336001841902355,True
390,0.0,173.59444648858928,True
391,0.0,339.6274378375355,True
392,0.0,0.0,True
393,0.0,0.0,False
394,0.0,275.6011063886634,False
395,0.0,190.607510095334,True
396,0.0,0.0,False
397,0.0,0.0,True
398,0.0,92.07601665260562,True
399,0.0,138.04456599639246,True
